,importance
Azathioprine 50mg tablets,1.0
Regurin XL 60mg capsules (Speciality European Pharma Ltd),0.9991992223069858
Seen in endocrine clinic,0.9946943042064288
Not a carer,0.9937841895528914
[D]Facial pain,0.9933485606290073
Minims artificial tears 0.44% eye drops 0.5ml unit dose (...,0.9885138241138383
Replacement of aortic valve,0.9872424642213242
Magnetic resonance imaging of brain normal,0.9872424642213242
H/O: operation,0.9836730470504922
Examination of patient,0.9771031864731934
Gastroenterology,0.9763867885762063
Depo-Medrone 80mg/2ml suspension for injection vials (Pfi...,0.9725769749376251
Injection into joint NEC,0.9703860744368071
Rhinitis - acute,0.9697527964054226
Next appointment,0.9690448864649239
Alphosyl 2 in 1 shampoo (Omega Pharma Ltd),0.9682636264230619
TRUEyou testing strips (Nipro Diagnostics (UK) Ltd),0.9668650929319007
[D]Clicking thumb,0.9653642271502698
Referral to prostate assessment clinic,0.9621811051394219
Multidisciplinary assessment,0.9586112166189409
Asthma annual review,0.9573113976943992
INR percentage time in therapeutic range,0.9563727179931392
Azelaic acid 15% gel,0.9488670221999871
Current non drinker,0.9404268635552139
E-mail sent to patient,0.9353281651897287
Advice to GP to stop patient medication,0.934711189671325
Review of dementia advance care plan,0.934711189671325
Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd),0.9319022877083317
Haemoglobin A1c,0.9307468078173429
Referred to rheumatologist,0.9300760236553351
Fybogel Orange 3.5g effervescent granules sachets SF (Reckitt Benckiser Healthcare (UK) Ltd),0.913558432648502
Co-careldopa 12.5mg/50mg tablets,0.9116912017738149
Hirudoid 0.3% cream (Genus Pharmaceuticals Ltd),0.9080432536815468
Cefalexin 250mg capsules,0.9056340493528843
Hypertension monitor.chck done,0.9004562195059072
Carvedilol 3.125mg tablets,0.8984332671360885
Spironolactone 100mg tablets,0.8984332671360885
Co-amoxiclav 500mg/125mg tablets,0.8971788096675328
Follow-up clinic letter sent to general practitioner,0.8962376880703964
FH: Cholesterol high,0.8924037262775822
O/E - BP reading raised,0.8924037262775822
O/E - dry skin,0.888673798603672
Plasma N-terminal pro B-type natriuretic peptide conc,0.8869377791845409
Right inguinal hernia,0.8806244491692051
Tolterodine 4mg modified-release capsules,0.8791343989439431
Communication from:,0.8774803289711539
Glucose intolerance,0.8761704214579398
120 minute plasma glucose level,0.8761704214579398
Miconazole 2% powder,0.8757832778834026
Athlete's foot,0.8757832778834026
Advice given about bowel cancer screening programme,0.8742379641761546
Serum iron tests,0.8728702135444664
Injection therapeutic substance posterior segment of eye NEC,0.8726981036835333
Did not attend NHS Health Check,0.8679713730093048
Prednisolone 2.5mg gastro-resistant tablets,0.8660146723448532
Palpitations,0.8652673786283842
Pneumococcal vaccination verbal invite,0.864166661970682
Electronic record notes summary verified,0.8619263356107415
Adcal-D3 750mg/200unit caplets (ProStrakan Ltd),0.8566157120029438
Pregabalin 150mg capsules,0.8564933885389912
Refer for X-Ray,0.8556642791400204
Morphine 30mg modified-release tablets,0.8556585173244966
CAT scan,0.8549113884585899
Voltarol 1.16% Emulgel (Novartis Consumer Health UK Ltd),0.8521279413530805
Wrist X-ray,0.8520594620382729
Seen by own GP,0.8474970816347003
Gliclazide 30mg modified-release tablets,0.8458967947932746
CT urogram,0.8456119734340276
Co-Codamol 30/500 Caplets,0.8455832485675645
Co-amilofruse 2.5mg/20mg tablets,0.8449092658272339
Paracetamol 250mg/5ml oral suspension,0.8443151686907566
Fasting blood test due,0.8430130093459146
Ropinirole 2mg tablets,0.8428508023723134
Ophthalmology,0.8421766527132308
Ensure Plus milkshake style liquid banana (Abbott Laborat...,0.8384663615337027
Cardiovascular disease risk assessment first letter,0.8376833158829015
Acute sinusitis,0.8294362800393585
Tamsulosin 400microgram modified-release tablets,0.8250397485221588
TKR - Other total prosthetic replacement of knee joint,0.8219894112870838
Healthy diet,0.8219894112870838
Lumbar DXA scan result osteoporotic,0.8180704797460057
FH: Diabetes mellitus in first degree relative,0.8155412468137079
FH: Ischaemic heart dis. >60,0.8155412468137079
Amitriptyline 50mg tablets,0.8147944123709692
SpeediCath Compact catheter female 12Ch 28582 (Coloplast Ltd),0.8112283153235008
Epididymitis,0.8108826727672498
No known allergies,0.8102753400626868
Excepted from COPD quality indicators: Patient unsuitable,0.809390452451307
Infective otitis externa,0.809259949799157
Shortness of breath symptom,0.8068859882731377
Atenolol 25mg tablets,0.805933626210539
Betahistine 8mg tablets,0.8014227396623084
OxyContin 10mg modified-release tablets (Napp Pharmaceuti...,0.7993257845074876
Preferred method of contact: unknown,0.7972555407899524
Advised to contact surgery for test result,0.7963017734366383
Citalopram 40mg tablets,0.796291042815807
Out of hours consultation at surgery,0.795867398309777
Candesartan 2mg tablets,0.7940867243678684
Prochlorperazine 3mg buccal tablets,0.7940022393024776
Patient given advice,0.7929284159485905
Other reconstruction of joint,0.7915299816078518
THR - Other total prosthetic replacement of hip joint,0.7911516042741319
Hylo-Tear 0.1% eye drops preservative free (Scope Ophthal...,0.7875081715696619
Metoprolol 100mg tablets,0.7700118185340473
Inguinal hernia NOS,0.7691148035783764
Migraleve tablets (McNeil Products Ltd),0.7669555113438062
Desunin 800unit tablets (Meda Pharmaceuticals Ltd),0.7647115780152606
Ultrasound scan,0.763838147413686
Amorolfine 5% medicated nail lacquer,0.7637202629855874
Care plan,0.7618606685963253
Timolol 0.25% eye drops,0.7566913134854942
Oxybutynin 2.5mg tablets,0.7553452726115487
Viral gastroenteritis,0.7550494461182612
Gastroenteritis,0.7550494461182612
Serum calcium,0.7537902899983235
British or mixed British - ethnic category 2001 census,0.7530519202877676
Under care of diabetic foot screener,0.7521389717231294
Insuman Basal 100units/ml suspension for injection 3ml pr...,0.7520209947703479
Recall letter,0.7518842069117209
Atenolol 100mg tablets,0.7491993395203375
Losartan 12.5mg tablets,0.7477605482406346
Paronychia,0.746406440683839
Arthralgia of knee,0.7460404202664781
New patient consultation,0.7450140258690643
Admission to accident and emergency department,0.7448098311730527
Tegretol Prolonged Release 200mg tablets (Novartis Pharmaceuticals UK Ltd),0.7423062972994809
Knee X-ray,0.7420230447342886
Hydrocortisone 1% / Miconazole 2% cream,0.7416859996271107
Conotrane cream (LEO Pharma),0.7397236539544283
Ditropan 2.5mg tablets (Sanofi),0.7397236539544283
Primary cemented total knee replacement,0.739323121643894
Bronchiectasis NOS,0.7366164441907382
Computed tomography of chest,0.7366164441907382
Seen by chiropracter,0.7354307854355308
Tremor symptom,0.7349439378862771
General symptoms,0.728917032054303
MSG:Seen by GP locum,0.7282259740357364
Co-Diovan 80mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd),0.7277699018644407
Flare of rheumatoid arthritis,0.7276976233426685
O/E - visual acuity R-eye,0.727625890695475
Referral to respiratory physician,0.7270649088894714
Patient advised re exercise,0.7253325026124722
Hyperlipidaemia NOS,0.7235273603816017
GPPAQ physical activity index: inactive,0.7226392893782849
Promethazine hydrochloride 25mg tablets,0.7213228310685342
Choose and book electronic referral letter sent,0.7197248897190308
Metoclopramide 10mg tablets,0.7195026824655055
Serum CA 125 (cancer antigen 125) level,0.7183180703347839
Bonjela Original gel (Reckitt Benckiser Healthcare (UK) Ltd),0.7137258128669667
Foot X-ray,0.7134918289818392
Cinnarizine 15mg tablets,0.71321982681397
Quetiapine 25mg tablets,0.712472984102625
Prescription sent to patient,0.7110822078630129
Seasonal influenza vaccination declined,0.7075414401314761
Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,0.7072253336657954
Injection of steroid into shoulder joint,0.7057795400885027
[D]Musculoskeletal pain,0.7057727399917774
Seen in neurosurgery clinic,0.70570702745562
Erythrocin 250 tablets (AMCo),0.7047839189552232
Zapain 30mg/500mg capsules (AMCo),0.7030774614666474
Total protein,0.7018436057535244
Elocon 0.1% cream (Merck Sharp & Dohme Ltd),0.7016711202562306
Neutrogena T/Gel shampoo for greasy hair (Johnson & Johnson Ltd),0.7008091658162084
Advice,0.7002307860307173
SMS message sent to patient,0.6999704840454529
Lumigan 100micrograms/ml eye drops (Allergan Ltd),0.6985382243709635
Warfarin 1mg tablets,0.698316923278467
X-rays,0.698298794665283
"Pro D3 20,000unit capsules (Synergy Biologics Ltd)",0.6979744190002222
Interpreter booked,0.6977089915429966
Benign neoplasm soft tissue of cervical spine,0.6964505807714011
Diverticulosis,0.6964289850050425
Drinks rarely,0.6922494560811931
Emergency hospital admission,0.6914372241546963
Tildiem LA 200 capsules (Sanofi),0.6903485113860416
Orthostatic hypotension,0.6896176103458415
Dysequilibrium syndrome,0.6896176103458415
Tramadol 50mg modified-release capsules,0.6881366646389722
Cozaar-Comp 50mg/12.5mg tablets (Merck Sharp & Dohme Ltd),0.6875889469373283
Agreeing on mental health care plan,0.6875015403543736
Health ed. - diet,0.6866293821652784
Lifestyle advice regarding exercise,0.6832303557543693
Simple linctus,0.6775155379507053
Transient ischaemic attack,0.6768227226698417
Stroke / transient ischaemic attack referral,0.6768227226698417
Initial memory assessment declined,0.6762378224298317
Influenza vaccination telephone invite,0.6739541742993915
Message from patient,0.6722705873648955
Urticaria,0.6716829944361723
Piroxicam 0.5% gel,0.6716829944361723
Tonsillectomy,0.671561319435134
Simple mastectomy,0.6714591215379282
Primary total knee replacement NEC,0.6710659729268394
Polymyalgia rheumatica,0.6671442637855594
Alendronic acid 70mg tablets,0.6657202726194753
Leg cramps,0.6644408838014008
Brief intervention for physical activity offered,0.6640038832789432
O/E - vibration sense normal,0.6639895628462105
ECG monitoring,0.6621798691611261
Hypertens.monitor phone invite,0.6610863081695195
Qvar 100 inhaler (Teva UK Ltd),0.6604833096629203
Sertraline 100mg tablets,0.6582880536072544
Home visit request by relative,0.657714663213741
Plasma parathyroid hormone level,0.6569744416303026
Patient address ? correct,0.6562975419847298
Plain X-ray knee,0.6557770379030029
Carpal tunnel syndrome,0.6543614828786539
Nocturnal cough / wheeze,0.6525198076120933
Digoxin 62.5microgram tablets,0.6524044771882108
Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials,0.6515004808304468
Bowel cancer screening programme,0.6510836149148533
Shingles,0.650874299667909
Hypromellose 0.5% eye drops,0.6502267737117061
Tendonitis NOS,0.6493944554596027
Ferrous fumarate 305mg capsules,0.649172278461904
Random urine protein:creatinine ratio,0.6483726929481635
Accident & emergency,0.6470765481063291
Failed encounter - message left on answer machine,0.6460014764713726
Hydrocortisone 0.1% cream,0.6450425016613133
Meloxicam 15mg tablets,0.6440615732319185
In employment,0.6430780447937278
Histology laboratory test,0.6427417393720964
Seen by retinal screener,0.6410530702385842
Seen in diabetic eye clinic,0.6410530702385842
Partial thickness rotator cuff tear,0.6387744125749991
US scan of shoulder,0.6387744125749991
Urine protein/creatinine ratio,0.6386038216482479
ECG,0.6382498946221304
Ropinirole 250microgram tablets,0.6379941476650186
MRC Breathlessness Scale: grade 3,0.6373634045988191
COPD self-management plan review,0.6373634045988191
Plantar fasciitis,0.6369242666644193
Centromere antibody level,0.6341173357305578
Mild cognitive impairment,0.633554832980678
Nocturia,0.633554832980678
Urinary frequency,0.6329934072324883
Lisinopril 5mg tablets,0.6313798621781395
Acute exacerbation of chronic obstructive airways disease,0.6281505220707934
E45 Itch Relief cream (Forum Health Products Ltd),0.6270215041371525
Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops,0.6262284260632079
Rheumatoid arthritis monitoring invitation second letter,0.6239980262459033
Epilepsy,0.6234856496816382
Tegretol Prolonged Release 200mg tablets (Novartis Pharma...,0.6234856496816382
Stroke/transient ischaemic attack monitoring first letter,0.6204202235998086
Clinic B monitoring 1st letter,0.6203519266657798
Valaciclovir 500mg tablets,0.6202738005039722
Ropinirole 8mg modified-release tablets,0.6190994187008868
Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets,0.6160177901420792
Gaviscon Advance oral suspension peppermint (Reckitt Benckiser Healthcare (UK) Ltd),0.6153405151354338
Ibuprofen 600mg tablets,0.6125204059121363
Warfarin 3mg tablets,0.6110288148797809
Hydroxocobalamin 1mg/1ml solution for injection ampoules,0.6103373092076703
Pain relief,0.6084954526262836
Perindopril erbumine 8mg tablets,0.606152071678224
Chronic kidney disease monitoring third letter,0.6045530156676127
Gaviscon Cool Liquid (Reckitt Benckiser Healthcare (UK) Ltd),0.6027035463260048
Fusion of joint NEC,0.6027035463260048
Arthrotec 50 gastro-resistant tablets (Pfizer Ltd),0.6016645992944673
FI - Frailty Index,0.6007026095430568
H/O: drug allergy,0.5997464899179111
Mirtazapine 15mg tablets,0.5993605183272086
Bezafibrate 400mg modified-release tablets,0.5968111806928622
Buscopan 10mg tablets (Boehringer Ingelheim Ltd),0.5968111806928622
Parotitis,0.5953333495410418
Bezalip Mono 400mg modified-release tablets (Teva UK Ltd),0.5953333495410418
Diabetic retinopathy screening,0.5943075154247175
Fexofenadine 30mg tablets,0.5918502194008999
Seen in liver clinic,0.5918502194008999
Daktacort ointment (Janssen-Cilag Ltd),0.5898249842886396
Hyoscine butylbromide 10mg tablets,0.5891363296127283
Herpes zoster vaccination contraindicated,0.5876491910247651
Read code administration,0.5857583742119039
MSG:[D]Abdominal pain,0.5849986137436789
MSG:Referral to vascular surgeon,0.584098461916965
Hylo-Forte 0.2% eye drops preservative free (Scope Ophtha...,0.5834938277752039
Nursing care blood sample taken,0.5833779327970026
Methotrexate 2.5mg tablets,0.5823882732207915
Trazodone 50mg capsules,0.5808425224535304
Triglycerides,0.5801777378567072
Immunoglobulins,0.5786909876041938
Temazepam 20mg tablets,0.5780840510086538
Olive oil ear drops,0.577567824056224
Alverine 120mg capsules,0.577075185550272
Easyhaler Beclometasone 200micrograms/dose dry powder inh...,0.5769956133628493
Easyhaler Salbutamol sulfate 200micrograms/dose dry powde...,0.5769956133628493
Humalog KwikPen 100units/ml solution for injection 3ml pr...,0.5769377771701872
Lantus 100units/ml solution for injection 3ml cartridges ...,0.5769377771701872
Calcipotriol 50micrograms/ml scalp solution,0.576920674062755
Prednisolone 1mg tablets,0.5768956087450992
Influenza vaccination invitation letter sent,0.5768956087450992
OOH attendance note,0.5767681829676703
Mirtazapine 45mg orodispersible tablets,0.5760557170197036
Urine nitrite positive,0.5736550232961729
Tylex 30mg/500mg capsules (UCB Pharma Ltd),0.5716238120447947
SMS text message received from patient,0.5707488355788136
Nursing care,0.569706222376525
Anusol HC ointment (McNeil Products Ltd),0.5683632407573612
Recall administration-general,0.5654875522614854
Metoprolol 50mg tablets,0.5651172771304233
Eye symptoms,0.5626100647696326
Risperidone 500microgram orodispersible tablets sugar free,0.5607320979597642
Celluvisc 1% eye drops 0.4ml unit dose (Allergan Ltd),0.5599744032579516
Co-tenidone 100mg/25mg tablets,0.558779689250998
Mirtazapine 30mg tablets,0.5587406191348029
AeroChamber Plus (Trudell Medical UK Ltd),0.5577856312889025
Vomiting,0.5577031166658772
Timodine cream (Alliance Pharmaceuticals Ltd),0.5577031166658772
Donepezil 5mg tablets,0.5577031166658772
Salofalk 1.5g gastro-resistant modified-release granules ...,0.5539062776195128
Pregabalin 25mg capsules,0.5539062776195128
Clindamycin 150mg capsules,0.5531087837567823
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,0.5522741963067511
Zomorph 30mg modified-release capsules (Archimedes Pharma...,0.5522573759570918
B12 injections - at surgery,0.5514696632323903
CoAprovel 300mg/12.5mg tablets (Sanofi),0.5512698181189217
Image (document),0.5502845874327424
Betnovate 0.1% ointment (GlaxoSmithKline UK Ltd),0.5502162584883161
Spasmodic torticollis,0.5489010466198484
Bisphosphonates not indicated,0.5489010466198484
ENT symptoms,0.5482799613014552
Migraine,0.5482799613014552
Anusol cream (Church & Dwight UK Ltd),0.5482598211404215
ECG: left bundle branch block,0.5478405884107542
[D]Raised blood pressure reading,0.5478405884107542
H/O: fracture,0.5478405884107542
Systane Gel eye drops (Alcon Laboratories (UK) Ltd),0.5477088161802154
Seretide 250 Evohaler (GlaxoSmithKline UK Ltd),0.5472545418731232
Oxygen saturation at periphery,0.5463809303596554
Psoriasis unspecified,0.5457457314239709
Baclofen 10mg tablets,0.5455885160646206
Xailin Night eye ointment preservative free (Nicox Pharma),0.544632193584829
Oilatum Plus bath additive (GlaxoSmithKline Consumer Heal...,0.5428994935121918
Oilatum shower gel fragrance free (GlaxoSmithKline Consum...,0.5428994935121918
"Chron obstruct pulmonary dis wth acute exacerbation, unspec",0.5401464734689297
Betamethasone 0.1% ear/eye/nose drops,0.5399897458031498
Earache symptoms,0.5399897458031498
Telephone call to a patient,0.5396000459919121
GPPAQ hrs in last wk spent in physical exercise - 3hrs or more,0.5387334949393576
Venlalic XL 150mg tablets (Ethypharm UK Ltd),0.5384873438192865
Uvistat sun cream SPF 50 (Boston Healthcare Ltd),0.5384873438192865
Chlorpromazine 100mg tablets,0.5384873438192865
C/O: itching,0.5380832794904317
Pravastatin 40mg tablets,0.5377515279219094
Rehabilitation for musculoskeletal disorders NOS,0.5373176878412751
Return only if necessary,0.5373176878412751
BMI,0.53694868380146
Bisacodyl 5mg gastro-resistant tablets,0.5360749621062635
Seen by nurse,0.531224397342171
Medication increased,0.5306267101807176
Asthma limits walking up hills or stairs,0.5254076403720656
Liver function tests abnormal,0.5224332140204458
Referred for hepatology,0.5224332140204458
Non-alcoholic fatty liver,0.5224332140204458
Referral to liver unit,0.5224332140204458
Co-amilozide 2.5mg/25mg tablets,0.5224293124410102
Cholurso 250mg tablets (HFA Healthcare Products Ltd),0.5223912623337169
Radiology requested,0.5218534188374716
Review of mental health care plan,0.5213402528031977
Theophylline 300mg modified-release tablets,0.5212830642958839
Follow-up diabetic assessment,0.5209537792850444
Fybogel Orange 3.5g effervescent granules sachets SF (Rec...,0.5198545368039089
Tadalafil 20mg tablets,0.5198394889751954
Rheumatoid factor screening test,0.5183493562293238
Tiotropium bromide 18microgram inhalation powder capsules with device,0.51734216355233
Choice appointment letter sent,0.5173127735343157
Accrete D3 tablets (Internis Pharmaceuticals Ltd),0.5168279345235843
Therapeutic arthroscopic operations on cavity of knee joint,0.5135212821667533
Ketoconazole 2% shampoo,0.5124085204372362
Peptac liquid aniseed (Teva UK Ltd),0.5114087997716004
Diclofenac sodium 75mg gastro-resistant / Misoprostol 200...,0.5090816187819202
Amlostin 5mg tablets (Discovery Pharmaceuticals),0.5086035920100174
Sore throat symptom,0.5077961158518209
Blephasol lotion (Thea Pharmaceuticals Ltd),0.5077097729254436
Dutasteride 500microgram capsules,0.5052519674198083
Asthma never disturbs sleep,0.50520225016
Symptom control,0.5047561671868154
Patient allocated named accountable general practitioner,0.5037044604141903
MRI of cervical spine,0.502675735738385
Temgesic 200microgram sublingual tablets (RB Pharmaceuticals Ltd),0.5016232855436897
Zostavax vaccine powder and solvent for suspension for injection 0.65ml pre-filled syringes (sanofi pasteur MSD Ltd),0.5016232855436897
MSU sent for C/S,0.5011495875087781
Digoxin 125microgram tablets,0.500517182798238
Sodium bicarbonate 500mg capsules,0.4981528877929306
Sildenafil 100mg tablets,0.49709342644008103
Non-diabetic hyperglycaemia,0.4963622656690393
Zemtard 120 XL capsules (Galen Ltd),0.49488513584372473
Calcichew D3 Forte chewable tablets (Takeda UK Ltd),0.49482407318383725
Paracetamol Caplets 500 mg,0.4939397374450809
Hydrocortisone 10mg tablets,0.49342778842684765
Ebixa 20mg tablets (Lundbeck Ltd),0.49342778842684765
Ankle pain,0.49301772706953195
Paracetamol 500mg / Dihydrocodeine 20mg tablets,0.492762312249507
Not for attempted CPR (cardiopulmonary resuscitation),0.4924143063372023
Bilateral cataracts,0.49181719860694734
Deep Relief gel (The Mentholatum Company Ltd),0.489810036771721
Aciclovir 200mg tablets,0.489810036771721
Did not attend - reason given,0.4897752315606161
Flecainide 100mg tablets,0.48957403894186335
Phosphate (serum),0.48903873606273995
Letrozole 2.5mg tablets,0.4884065404624901
Ezetimibe 10mg tablets,0.4878807886212231
BPH - benign prostatic hypertrophy,0.4875508950960888
Hypertension screen admin.,0.48734396958345
Uniroid HC ointment (Chemidex Pharma Ltd),0.48662694884869034
Asthma monitor 2nd letter,0.4864696708473379
Wound observation,0.4854918597558213
Invasive pulmonary aspergillosis,0.48400069678819546
Discharge summary report,0.48248255589457484
Superficial vessel phlebitis and/or thrombophlebitis of leg,0.48205771244811996
Cervical smear refused,0.48205771244811996
Dicycloverine 20mg tablets,0.48205771244811996
Splenectomy NEC,0.48183695828586415
Impingement syndrome of shoulder,0.48170533221308454
Evacal D3 1500mg/400unit chewable tablets (Teva UK Ltd),0.4814017281685259
Pain in arm,0.4808987542198193
Influenza vacc consent given,0.48046271440125743
O/E - Right diabetic foot at low risk,0.47976972310170396
Nitrazepam 5mg tablets,0.47930483618029385
Coronary heart disease annual review,0.4784855457909417
Ultrasound treatment to shoulder,0.4780543793541153
Medication review due,0.47785660470259006
NHS Health Check completed,0.4768456299781331
Hypromellose 0.3% eye drops 0.5ml unit dose preservative ...,0.47385595538064085
Hypromellose 0.3% eye drops 0.5ml unit dose preservative free,0.47385595538064085
Lacidipine 2mg tablets,0.4721502166562539
History of nose bleed,0.47157316823339174
Patient held record,0.47157316823339174
Referral to improving access to psychological therapies prog,0.4703910538576815
Saxagliptin 2.5mg tablets,0.46786870167559286
Amlodipine 5mg / Valsartan 80mg tablets,0.46786870167559286
Diabetic retinopathy screening refused,0.46786870167559286
Asthma daytime symptoms,0.4669509836154974
Tadalafil 10mg tablets,0.4652695967748148
Activa class I below knee stocking circular knit standard...,0.46451218672065026
Squamous cell carcinoma of skin NOS,0.46451218672065026
Activa class II below knee stocking circular knit standar...,0.46451218672065026
