,importance
Health education offered,0.0008215214921704745
Paracetamol 500mg capsules,0.0008194630699677862
Seen in diabetic clinic,0.0008189986681749198
Image (document),0.0008178204367212708
Influenza vaccination invitation 2nd SMS text message sent,0.000814608051371084
Anastrozole 1mg tablets,0.0008143685351040902
Lercanidipine 20mg tablets,0.0008139044079563618
Ibuprofen 5% gel,0.0008115585566803797
Voltarol 12 Hour Emulgel P 2.32% gel (Novartis Consumer H...,0.0008107463642334445
Clinical management plan agreed,0.0008094032218435164
Research administration,0.0008071855191203858
Bumetanide 1mg tablets,0.0008070148157594091
Candesartan 32mg tablets,0.0008068475289763875
Document Image letter,0.0008042859155247456
Doublebase gel (Dermal Laboratories Ltd),0.0008008840910423217
Adcal-D3 chewable tablets tutti frutti (Kyowa Kirin Ltd),0.0007993162875205606
CHADS2 risk score,0.0007989245387902068
Message from patient,0.0007944103325143538
Loratadine 10mg tablets,0.0007925068566412284
ARTHRITIS,0.000787063308377484
Seen in general medical clinic,0.0007838191872033556
Codeine 15mg tablets,0.0007833559254018854
Viral upper respiratory tract infection NOS,0.0007828653823268696
Next appointment,0.0007806326146459854
Otomize ear spray (Teva UK Ltd),0.0007796986206505647
Standard chest X-ray,0.0007773842112384972
Attended extended hours clinic - ESA,0.0007743075294227593
Chest infection NOS,0.0007723776058457394
Seretide 250 Evohaler (GlaxoSmithKline UK Ltd),0.0007698258131890661
Nasonex 50micrograms/dose nasal spray (Merck Sharp & Dohm...,0.0007668577338810437
Seen in respiratory clinic,0.0007664345193266663
Has authorisation for medication under PSD,0.0007663081831470193
Ventolin 100micrograms/dose Evohaler (GlaxoSmithKline UK Ltd),0.0007640545174336623
Pravastatin 40mg tablets,0.0007587835748277432
Refer for X-Ray,0.000754890683347547
Diabetic retinopathy screening,0.000752823537537356
Zopiclone 7.5mg tablets,0.0007524181915225924
Suspected UTI,0.0007456817435304832
Did not attend,0.0007450141755238971
Ibuprofen 10% gel,0.0007447154352583679
Foot pain,0.0007431305091516244
Hydrocortisone 1% cream,0.0007416152143378059
Simvador 20mg tablets (Discovery Pharmaceuticals),0.0007380186765972722
Failed encounter - no answer when rang back,0.0007371734403105212
Diazepam 2mg tablets,0.0007330766356579874
Chronic obstructive pulmonary disease monitoring 2nd letter,0.0007272494884015848
Admission avoidance care plan agreed,0.0007240327103874623
Chloramphenicol 1% eye ointment,0.000722037998233814
Trimethoprim 200mg tablets,0.0007204256746570136
Seen by podiatrist,0.0007163664954606559
Clarithromycin 500mg tablets,0.0007153251939247921
"CHA2DS2 - vascular disease, age, sex category score",0.0007130399827751303
Patient registration data verified,0.000712552320517592
Low back pain,0.0007105840255332511
MSG:Referral to musculoskeletal clinic,0.0007103791437351629
Hydroxychloroquine 200mg tablets,0.0007102104325520338
Lifestyle counselling,0.0007088693648561284
Cholelithiasis,0.0007073361517709375
Not a carer,0.0007071089021079215
Cigarette smoker,0.0007067065314954995
Propranolol 80mg modified-release capsules,0.0006998715500385615
Atorvastatin 80mg tablets,0.0006976453853860599
Mebeverine 135mg tablets,0.0006923216647566301
Sciatica,0.000686103717255594
Osteoarthritis and allied disorders,0.0006834267469604056
Co-dydramol 10mg/500mg tablets,0.0006765140526987139
Tabphyn MR 400microgram capsules (ProStrakan Ltd),0.0006757353583368251
Carbocisteine 375mg capsules,0.0006755852732922746
Pain in leg,0.0006750604999697198
Codeine 15mg/5ml linctus,0.0006713303920382408
Lacidipine 2mg tablets,0.0006713244602626438
Medication monitoring administration,0.0006668741826322557
Admission to accident and emergency department,0.0006622809237796702
Paracetamol 500mg soluble tablets,0.0006622130651098802
Impaired glucose regulation,0.0006610541207430842
Xray Wrist Left,0.0006607974116789921
X-ray report received,0.0006580305735393437
Drinks rarely,0.0006537538741672315
Report of clinical encounter,0.000647991138869741
Piriton 4mg tablets (GlaxoSmithKline Consumer Healthcare),0.0006463994189720331
Mirtazapine 45mg tablets,0.0006445859925357224
Solifenacin 5mg tablets,0.0006443170609201876
Ibuprofen 200mg tablets,0.0006436397476835753
Doxazosin 1mg tablets,0.0006429954082096472
Seen in neurology clinic,0.0006426141539067311
Lacri-lube eye ointment (Allergan Ltd),0.0006425122533849875
Salamol 100micrograms/dose Easi-Breathe inhaler (Teva UK ...,0.0006421204044542117
Co-codamol 15mg/500mg tablets,0.0006413420080755617
Seen in haematology clinic,0.0006362997915342922
Lisinopril 2.5mg tablets,0.0006361733229681444
Salamol 100micrograms/dose inhaler CFC free (Teva UK Ltd),0.0006359978798106907
GelTears 0.2% gel (Bausch & Lomb UK Ltd),0.0006344010106121649
Mammography normal,0.0006333425185375652
Shingles vaccination invitation,0.0006291101889686779
Quinine sulfate 300mg tablets,0.0006283763576781432
Aspirin 75mg tablets,0.0006277809586926606
Follow-up clinic letter sent to general practitioner,0.0006273822921179336
Bowel cancer screening programme administration,0.0006268303962429063
Diet - patient initiated,0.000625052966620044
Ramipril 1.25mg capsules,0.0006244666020331874
Nitrofurantoin 100mg modified-release capsules,0.0006218547162357597
Movicol oral powder 13.8g sachets lemon & lime (Norgine Phar,0.0006203591503866976
Dorzolamide 2% / Timolol 0.5% eye drops,0.000614995388158958
Furosemide 20mg tablets,0.0006129256036504868
Citalopram 40mg tablets,0.000611824812939729
Zopiclone 3.75mg tablets,0.0006113902167279981
Initial patient call,0.0006105524825264267
Indometacin 50mg capsules,0.0006094437062963333
Chemydur 60XL tablets (AMCo),0.0006080182000567986
Co-codamol 8mg/500mg capsules,0.0006049805724833723
Clobetasol 0.05% cream,0.000604890821289634
Herpes zoster vaccination invitation first letter,0.0006020621877810752
Co-codamol 8mg/500mg effervescent tablets,0.000599841860018686
Seen in endocrine clinic,0.0005977373062869623
Exercise grading,0.0005970301981019439
Nefopam 30mg tablets,0.0005928065603186712
H/O: drug allergy,0.0005926060537702794
MSG:Form GOS18 Ophthalmic referral,0.000589738972709436
Anusol cream (McNeil Products Ltd),0.0005896238569121289
Sore throat symptom,0.0005868588362782792
Seen in neurosurgery clinic,0.0005864738131460985
Seen in breast clinic,0.0005828717124299422
Abdominal pain,0.0005827282669981103
Standard ECG,0.0005822741578898131
Quinine bisulfate 300mg tablets,0.0005779998203041661
Celluvisc 0.5% eye drops 0.4ml unit dose (Allergan Ltd),0.0005778294879218693
Amlostin 10mg tablets (Discovery Pharmaceuticals Ltd),0.0005748080822097725
Hip pain,0.0005706975534828053
Hypertens.monitor 3rd letter,0.0005703515775826486
Chronic obstructive pulmonary disease assessment test,0.0005689338992343403
Clinic A monitoring 2nd letter,0.0005687748076843567
FI - Frailty Index,0.0005668850070869847
Patient advised re diet,0.0005646090812000011
Accrete D3 tablets (Internis Pharmaceuticals Ltd),0.000562074172128683
Mometasone 50micrograms/dose nasal spray,0.0005604199155549718
Propranolol 10mg tablets,0.0005585471312963459
Refer for ultrasound investign,0.0005572712562933841
Mirtazapine 30mg tablets,0.0005570390822841203
Diclofenac 1.16% gel,0.0005559288107190074
Gliclazide 80mg tablets,0.0005545701409658227
Fax sent to:,0.0005516764576599928
Paracetamol Caplets 500 mg,0.0005505285940998345
O/E - temperature level,0.000550373729042794
No known allergies,0.0005481346774864406
Diabetic monitoring,0.0005465316059707207
Fenbid Forte 10% gel (AMCo),0.000545869132521748
Perindopril erbumine 8mg tablets,0.0005455899897440546
Chr.dis.- follow up assessment,0.000540422903266985
Seen in audiology clinic,0.0005383609416732787
C/O - a headache,0.0005375258546064708
Lloyd George record received,0.0005371826057750361
Easyhaler Salbutamol sulfate 100micrograms/dose dry powde...,0.000534942898839048
Sno Tears 1.4% eye drops (Bausch & Lomb UK Ltd),0.0005348382498235267
Reports - administration,0.0005281664905055991
Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd),0.0005255705600494623
Diabetes management plan given,0.0005254972199499458
Bisoprolol 10mg tablets,0.0005249670190126707
Fall - accidental,0.0005227180345634268
Full consent for immunisation,0.0005226597838016196
Nitrofurantoin 100mg tablets,0.0005214311106549964
Chr dis monitor - 3rd recall,0.0005213608450738475
Patient health questionnaire (PHQ-9) score,0.000520731271777205
Co-codamol 30mg/500mg effervescent tablets,0.0005198375649238209
Teetotaller,0.0005193544855274767
Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets,0.0005192206779016787
Rivaroxaban 20mg tablets,0.0005183864187530035
Rheumatoid arthritis annual review,0.000517789583006594
Diet good,0.0005175125199592083
MSG:Referral to community diabetes specialist nurse,0.0005173544910826977
Emergency hospital admission,0.0005144989250368612
Hypertension annual review,0.000514493744161313
Excepted from hypertension qual indicators: Informed dissent,0.0005137258710349203
C/O - low back pain,0.0005127191955437972
Adalat LA 20 tablets (Bayer Plc),0.0005119658005717557
Shingles,0.0005099662269949249
Hearing difficulty,0.0005097810226801691
Buscopan 10mg tablets (Boehringer Ingelheim Ltd),0.0005067720749516022
MSG:ENT referral,0.0005054192783124048
Urinary frequency,0.0005043299388240743
AeroChamber Plus (GlaxoSmithKline UK Ltd),0.0005018608464876873
Tramadol 50mg modified-release capsules,0.0005017784348378335
Hylo-Forte 0.2% eye drops preservative free (Scope Ophtha...,0.000501040927628348
Oilatum Emollient (GlaxoSmithKline Consumer Healthcare),0.00050079046069008
Amitriptyline 50mg tablets,0.000498821115419273
Examination of patient,0.0004965203729937894
Breast screening declined,0.0004955874888434781
Discussion,0.0004953150306295715
Consent status for immunisats.,0.0004923848645601131
Prostap 3 DCS 11.25mg powder and solvent for suspension f...,0.0004898905728001026
Cetraben cream (Thornton & Ross Ltd),0.0004891659153238838
Coronary heart disease monitoring 1st letter,0.0004867219498064716
Message given to patient,0.0004840489119076007
Senna 7.5mg tablets,0.0004821973747384093
Appt cancelled by patient,0.00048014460089796605
Hylo-Forte 0.2% eye drops preservative free (Scope Ophthalmics Ltd),0.0004789956369204344
Letrozole 2.5mg tablets,0.000478314257376744
Creon 25000 gastro-resistant capsules (BGP Products Ltd),0.0004761493768484495
C/O: a rash,0.0004760397297623598
Administration NOS,0.00047407766032340126
Memantine 20mg tablets,0.0004740052229421482
US scan of shoulder,0.0004732858326834651
At risk of acute kidney injury,0.00047249614893195486
Extended hours access - enhanced services administration,0.00047248341503892385
Hylo-Tear 0.1% eye drops preservative free (Scope Ophthal...,0.00047237104629484385
Lyrica 50mg capsules (Pfizer Ltd),0.000471213655304933
Tramadol 100mg modified-release capsules,0.0004698199833870107
Seen by accident and emergency doctor,0.0004687512073003357
Ankle pain,0.0004684549037299155
Cancer care review,0.0004679876721096427
Bisoprolol 3.75mg tablets,0.0004671782130830412
Medication changed,0.00046560254524211255
Notes summary on computer,0.00046553424518509524
Hand X-ray,0.00046527263716016965
Warfarin 3mg tablets,0.0004634966912603547
Interpreter booked,0.00046303488821245766
Celecoxib 200mg capsules,0.00046167254659891207
Electronic record notes summary verified,0.000461362276662963
Losartan 25mg tablets,0.000461001730173837
Sildenafil 50mg tablets,0.00046082574378168413
Fluconazole 50mg capsules,0.0004599761418115802
Moderate smoker - 10-19 cigs/d,0.0004580416630442903
Otomize ear spray (Forest Laboratories UK Ltd),0.0004579324342381102
Mammography - X-ray,0.0004569163807947938
Pravastatin 20mg tablets,0.00045657381934980246
Brief intervention for excessive alcohol consumptn completed,0.0004557464851935802
Zomorph 10mg modified-release capsules (Archimedes Pharma...,0.00045551268946664647
Bill/fee sent,0.00045408465013989504
Adcal-D3 750mg/200unit caplets (ProStrakan Ltd),0.00045343808408758045
Oxycodone 5mg/5ml oral solution sugar free,0.0004529500516388639
Sumatriptan 50mg tablets,0.00045102879377095285
"Urinary tract infection, site not specified",0.0004507786108644681
Diet average,0.0004485916260792596
Hypothyroidism monitoring first letter,0.00044632730849535106
Avamys 27.5micrograms/dose nasal spray (GlaxoSmithKline U...,0.00044486425041436595
Cryotherapy - physiotherapeutic,0.00044485313190239384
Cefalexin 250mg capsules,0.00044472009646145315
Pneumococcal vaccination given,0.0004429571114044783
Hypertens.monitor 2nd letter,0.00044266384330759567
Zolpidem 10mg tablets,0.0004424842769488301
Doxazosin 2mg tablets,0.0004421671269739959
Qvar 100 inhaler (Teva UK Ltd),0.00044188184455728693
"Influenza vaccine (split virion, inactivated) suspension ...",0.0004412065653147238
Co-amilozide 2.5mg/25mg tablets,0.00044094403722352144
Metronidazole 400mg tablets,0.00044072459668705564
Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry ...,0.0004399192716619473
Review of admission avoidance care plan,0.0004394176792363731
Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,0.0004385058758165173
Rib pain,0.00043848416153399706
Cataract,0.0004383271395630942
Patient given advice NOS,0.0004378222315401794
Needs influenza immunisation,0.00043677883468970686
Ibugel Forte 10% gel (Dermal Laboratories Ltd),0.00043649791798933683
Pulse oximetry,0.00043569831675959055
Mebeverine 200mg modified-release capsules,0.00043516985035042203
Letter encounter to patient,0.0004336257657917021
Medical reports sent,0.00043292329052964737
Patient feels well,0.0004324210958394278
Indapamide 1.5mg modified-release tablets,0.000431748633738138
Felodipine 5mg modified-release tablets,0.0004317323160351051
NHS Health Check invitation second letter,0.00043067588891516857
Movicol Plain oral powder 13.7g sachets (Norgine Pharmace...,0.00043024446738751214
Candesartan 2mg tablets,0.0004295036666319991
Refer to podiatry,0.00042947723056609497
Patient given advice about bowel cancer,0.0004279201514572724
"Out of hours, practice note",0.00042714254319932643
Seen in spinal clinic,0.00042604728797651187
Betahistine 8mg tablets,0.0004256534982674995
Asthma monitor 1st letter,0.00042478792476791327
Plain X-ray pelvis,0.0004239808207660951
Wax in ear,0.00042388150582531406
Orahesive powder S106 (ConvaTec Ltd),0.0004237361218228534
Dermol 500 lotion (Dermal Laboratories Ltd),0.0004228291869151538
Chronic obstructive pulmonary disease annual review,0.00042264680021195214
Consent given for blood test,0.0004225229121491735
Ditropan 2.5mg tablets (Sanofi),0.0004219607689466243
Forced expired volume in 1 second,0.00041995758287186123
GPPAQ physical activity index: inactive,0.00041740807919375726
Ambulatory blood pressure recording,0.0004167880505853167
Seen in pain clinic,0.0004159213110940959
Did not attend breast screening clinic,0.00041574666338416264
Stroke/transient ischaemic attack monitoring first letter,0.00041488896706840835
[RFC] Total knee replacement,0.000411631971571712
MSG:Hip joint pain,0.0004116063347008087
Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd),0.0004086553400816437
Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,0.00040852365750478596
Nifedipine 5mg capsules,0.00040760454787445587
Ferrous fumarate 210mg tablets,0.00040746057995862383
Referral for further care,0.00040734165951637703
Co-codamol 30mg/500mg tablets,0.00040733245515386826
Prescription collected by neighbour,0.0004071209465066329
Ferrous fumarate 305mg capsules,0.00040354800225420577
Felodipine 2.5mg modified-release tablets,0.0004012497316026452
Referral,0.0004009776908835064
E-mail sent to patient,0.00040095910598739437
MSG:Ophthalmological referral,0.00040041571792652947
Choose and book electronic referral letter sent,0.000399712648622249
Cardiovascular disease annual review,0.00039969654526954783
Glaucoma,0.0003988655455962948
Seen in fracture clinic,0.0003981843443097325
Pioglitazone 30mg tablets,0.00039771721658029137
Estradiol 10microgram pessaries,0.0003962170505718176
Intramuscular injection,0.00039467872588067526
Metoclopramide 10mg tablets,0.0003945744873930731
Recall letter,0.0003940558628281938
Seen in nephrology clinic,0.0003927635174006812
History / symptoms,0.00039220960849462017
Influenza vaccination telephone invite,0.0003911901730235064
Qvar 50 inhaler (Teva UK Ltd),0.0003905260570143698
Fundoscopy,0.0003902954750275636
Referral to rheumatologist,0.00038994928808669724
Co-codamol 30mg/500mg capsules,0.0003895996672195764
Ketoprofen 2.5% gel,0.0003895085666207739
Fully mobile,0.00038902443457232845
Alverine 60mg capsules,0.0003888904256623274
X-rays,0.0003882797879118734
"eMED3 (2010) new statement issued, not fit for work",0.00038784851370658594
MSG:Neurological referral,0.00038781280053320176
Fax received,0.0003872347213645201
Dihydrocodeine 30mg tablets,0.0003872248705261787
Gliclazide 40mg tablets,0.00038715406184704383
Dizziness symptom,0.00038702318656199606
Adverse reaction to Codeine Phosphate,0.00038669995560842177
Fostair 100micrograms/dose / 6micrograms/dose inhaler (Ch...,0.00038577790834230785
Seen in out of hours centre,0.0003847118688306135
Serevent 25micrograms/dose Evohaler (GlaxoSmithKline UK Ltd),0.0003842903465142088
Cyclizine 50mg tablets,0.0003842124245473701
Chronic obstructive pulmonary disease monitoring admin,0.0003840996971339265
Pioglitazone 45mg tablets,0.00038407960700279255
Arthrotec 50 gastro-resistant tablets (Pfizer Ltd),0.00038371848033744334
ENT symptoms,0.0003835857015792026
Aciclovir 800mg tablets,0.0003833637993656638
Magnetic resonance imaging,0.0003827996779138652
Meloxicam 7.5mg tablets,0.0003826753213968898
Seen in colorectal clinic,0.0003825907645659192
Algesal cream (Thornton & Ross Ltd),0.00037920935469245583
Metformin 850mg tablets,0.00037840310355194895
Diabetic annual review,0.00037809011804526804
Salazopyrin EN-Tabs 500mg (Pfizer Ltd),0.00037674397447287703
Amorolfine 5% medicated nail lacquer,0.0003761946392413179
Wasp sting,0.00037596490668435873
Pentasa 500mg modified-release tablets (Ferring Pharmaceu...,0.0003758044754850676
Onychomycosis,0.0003750319950475919
Telephone call to a patient,0.000374622871055705
No H/O vaccine allergy,0.0003727400116760134
Nursing care blood sample taken,0.00037270579290389535
[X]Osteopenia,0.00037159030315917944
Infective otitis externa,0.0003712769564059034
Tendonitis NOS,0.00037095694276023444
Colchicine 500microgram tablets,0.00037045322051451943
Azelaic acid 15% gel,0.00036922954021949517
Glyceryl trinitrate 400micrograms/dose pump sublingual spray,0.0003683487246535225
Encounter report,0.000368140165613628
Blood withdrawal,0.0003677617223602888
O/E - Left diabetic foot at low risk,0.0003668267876650915
Nursing care,0.0003654594143967333
Seebri Breezhaler 44microgram inhalation powder capsules ...,0.0003647545082467301
MSG:Dermatological referral,0.0003636953922719168
Ditropan 5mg tablets (Sanofi),0.00036366028926401625
O/E - tympanic temperature,0.000362580963151432
Cellulitis NOS,0.0003612448809826795
