,support,confidence,lift,antecedants rubric,consequents rubric
352,0.029449978345604158,0.85,13.969039145907473,"['BP Diastolic', 'ENTERING_INDICATOR', 'O/E - weight']","['BMI', 'BP Systolic']"
349,0.029449978345604158,0.85,13.969039145907473,"['ENTERING_INDICATOR', 'BP Systolic', 'O/E - weight']","['BP Diastolic', 'BMI']"
406,0.030749242096145518,0.993006993006993,13.56717838374643,"['BP Diastolic', 'BMI', 'LEAVING_INDICATOR']","['BP Systolic', 'O/E - weight']"
413,0.030749242096145518,0.42011834319526625,13.56717838374643,"['BP Systolic', 'O/E - weight']","['BP Diastolic', 'BMI', 'LEAVING_INDICATOR']"
1058,0.025552187093980078,0.34911242603550297,13.547909104470191,"['BP Systolic', 'O/E - weight']","['BP Diastolic', 'O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']"
1029,0.025552187093980078,0.9915966386554622,13.54790910447019,"['BP Diastolic', 'O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']","['BP Systolic', 'O/E - weight']"
416,0.030749242096145518,0.4188790560471976,13.527157208573136,"['BP Diastolic', 'O/E - weight']","['BMI', 'BP Systolic', 'LEAVING_INDICATOR']"
403,0.030749242096145518,0.993006993006993,13.527157208573136,"['BMI', 'BP Systolic', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - weight']"
1068,0.025552187093980078,0.34808259587020646,13.507944770828685,"['BP Diastolic', 'O/E - weight']","['BMI', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']"
1019,0.025552187093980078,0.9915966386554622,13.507944770828685,"['BMI', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - weight']"
358,0.029449978345604158,0.40236686390532544,13.464711431266615,"['BP Systolic', 'O/E - weight']","['BP Diastolic', 'ENTERING_INDICATOR', 'BMI']"
351,0.029449978345604158,0.9855072463768115,13.464711431266613,"['BP Diastolic', 'ENTERING_INDICATOR', 'BMI']","['BP Systolic', 'O/E - weight']"
1044,0.025552187093980078,0.9833333333333333,13.435009861932938,"['O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']","['BP Diastolic', 'BP Systolic', 'O/E - weight']"
987,0.025552187093980078,0.34911242603550297,13.435009861932938,"['BP Systolic', 'O/E - weight']","['BMI', 'O/E - blood pressure reading', 'LEAVING_INDICATOR']"
1043,0.025552187093980078,0.34911242603550297,13.435009861932938,"['BP Diastolic', 'BP Systolic', 'O/E - weight']","['O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']"
980,0.025552187093980078,0.9833333333333333,13.435009861932938,"['BMI', 'O/E - blood pressure reading', 'LEAVING_INDICATOR']","['BP Systolic', 'O/E - weight']"
361,0.029449978345604158,0.40117994100294985,13.424992518490017,"['BP Diastolic', 'O/E - weight']","['BMI', 'ENTERING_INDICATOR', 'BP Systolic']"
348,0.029449978345604158,0.9855072463768115,13.424992518490015,"['BMI', 'ENTERING_INDICATOR', 'BP Systolic']","['BP Diastolic', 'O/E - weight']"
1428,0.025552187093980078,0.34808259587020646,13.395378564405112,"['BP Diastolic', 'O/E - weight']","['O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']"
1423,0.025552187093980078,0.9833333333333333,13.395378564405112,"['O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - weight']"
1042,0.025552187093980078,0.6629213483146067,13.310307767464582,"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'O/E - blood pressure reading', 'BMI']"
1045,0.025552187093980078,0.5130434782608696,13.310307767464582,"['BP Diastolic', 'O/E - blood pressure reading', 'BMI']","['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1034,0.025552187093980078,0.5130434782608696,13.235948506193832,"['BMI', 'O/E - blood pressure reading', 'BP Systolic']","['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1053,0.025552187093980078,0.6592178770949721,13.235948506193832,"['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']","['BMI', 'O/E - blood pressure reading', 'BP Systolic']"
991,0.025552187093980078,0.5064377682403434,13.138930414235425,"['O/E - blood pressure reading', 'BMI']","['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1059,0.025552187093980078,0.5064377682403434,13.138930414235425,"['O/E - blood pressure reading', 'BMI']","['BP Diastolic', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1028,0.025552187093980078,0.6629213483146067,13.138930414235423,"['BP Diastolic', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']","['O/E - blood pressure reading', 'BMI']"
976,0.025552187093980078,0.6629213483146067,13.138930414235423,"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']","['O/E - blood pressure reading', 'BMI']"
415,0.030749242096145518,0.505338078291815,13.110400255907873,"['BP Diastolic', 'BMI']","['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
404,0.030749242096145518,0.797752808988764,13.110400255907873,"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'BMI']"
1421,0.025552187093980078,0.6592178770949721,13.065528568345844,"['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']","['O/E - blood pressure reading', 'BMI']"
1430,0.025552187093980078,0.5064377682403434,13.065528568345842,"['O/E - blood pressure reading', 'BMI']","['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']"
407,0.030749242096145518,0.7932960893854749,13.037157796377663,"['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']","['BMI', 'BP Systolic']"
412,0.030749242096145518,0.505338078291815,13.037157796377663,"['BMI', 'BP Systolic']","['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1417,0.025552187093980078,0.4836065573770492,11.166475409836067,"['BP Diastolic', 'O/E - blood pressure reading', 'O/E - weight']","['BMI', 'LEAVING_INDICATOR']"
978,0.025552187093980078,0.4836065573770492,11.166475409836067,"['O/E - blood pressure reading', 'BP Systolic', 'O/E - weight']","['BMI', 'LEAVING_INDICATOR']"
1027,0.025552187093980078,0.4836065573770492,11.166475409836067,"['BP Diastolic', 'O/E - blood pressure reading', 'BP Systolic', 'O/E - weight']","['BMI', 'LEAVING_INDICATOR']"
989,0.025552187093980078,0.59,11.166475409836066,"['BMI', 'LEAVING_INDICATOR']","['O/E - blood pressure reading', 'BP Systolic', 'O/E - weight']"
1434,0.025552187093980078,0.59,11.166475409836066,"['BMI', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - blood pressure reading', 'O/E - weight']"
1060,0.025552187093980078,0.59,11.166475409836066,"['BMI', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - blood pressure reading', 'BP Systolic', 'O/E - weight']"
1485,0.025768731052403637,0.4817813765182186,11.124331983805668,"['O/E - blood pressure reading', 'O/E - weight']","['BMI', 'LEAVING_INDICATOR']"
1482,0.025768731052403637,0.595,11.124331983805668,"['BMI', 'LEAVING_INDICATOR']","['O/E - blood pressure reading', 'O/E - weight']"
1479,0.025768731052403637,0.9224806201550386,11.036309595533597,"['O/E - blood pressure reading', 'LEAVING_INDICATOR', 'O/E - weight']",['BMI']
1488,0.025768731052403637,0.3082901554404145,11.036309595533597,['BMI'],"['O/E - blood pressure reading', 'LEAVING_INDICATOR', 'O/E - weight']"
996,0.025552187093980078,0.30569948186528495,11.029064119170984,['BMI'],"['O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1070,0.025552187093980078,0.30569948186528495,11.029064119170984,['BMI'],"['BP Diastolic', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1017,0.025552187093980078,0.921875,11.029064119170984,"['BP Diastolic', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']",['BMI']
971,0.025552187093980078,0.921875,11.029064119170984,"['O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']",['BMI']
1413,0.025552187093980078,0.921875,11.029064119170984,"['BP Diastolic', 'O/E - blood pressure reading', 'LEAVING_INDICATOR', 'O/E - weight']",['BMI']
1438,0.025552187093980078,0.30569948186528495,11.029064119170984,['BMI'],"['BP Diastolic', 'O/E - blood pressure reading', 'LEAVING_INDICATOR', 'O/E - weight']"
1682,0.029449978345604158,0.35233160621761656,10.169170984455958,['BMI'],"['BP Diastolic', 'ENTERING_INDICATOR', 'O/E - weight']"
341,0.029449978345604158,0.85,10.169170984455958,"['BP Diastolic', 'ENTERING_INDICATOR', 'BP Systolic', 'O/E - weight']",['BMI']
1671,0.029449978345604158,0.85,10.169170984455958,"['BP Diastolic', 'ENTERING_INDICATOR', 'O/E - weight']",['BMI']
368,0.029449978345604158,0.35233160621761656,10.169170984455958,['BMI'],"['BP Diastolic', 'ENTERING_INDICATOR', 'BP Systolic', 'O/E - weight']"
1729,0.029449978345604158,0.85,10.169170984455958,"['ENTERING_INDICATOR', 'BP Systolic', 'O/E - weight']",['BMI']
1740,0.029449978345604158,0.35233160621761656,10.169170984455958,['BMI'],"['ENTERING_INDICATOR', 'BP Systolic', 'O/E - weight']"
1675,0.029449978345604158,0.48398576512455516,10.159301197023618,"['BP Diastolic', 'BMI']","['ENTERING_INDICATOR', 'O/E - weight']"
363,0.029449978345604158,0.6181818181818183,10.159301197023618,"['ENTERING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'BMI', 'BP Systolic']"
346,0.029449978345604158,0.48398576512455516,10.159301197023618,"['BP Diastolic', 'BMI', 'BP Systolic']","['ENTERING_INDICATOR', 'O/E - weight']"
1733,0.029449978345604158,0.48398576512455516,10.159301197023618,"['BMI', 'BP Systolic']","['ENTERING_INDICATOR', 'O/E - weight']"
1736,0.029449978345604158,0.6181818181818183,10.159301197023618,"['ENTERING_INDICATOR', 'O/E - weight']","['BMI', 'BP Systolic']"
1678,0.029449978345604158,0.6181818181818183,10.159301197023618,"['ENTERING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'BMI']"
1735,0.029449978345604158,0.7311827956989247,9.989947190939747,"['ENTERING_INDICATOR', 'BMI']","['BP Systolic', 'O/E - weight']"
347,0.029449978345604158,0.40236686390532544,9.989947190939747,"['BP Diastolic', 'BP Systolic', 'O/E - weight']","['ENTERING_INDICATOR', 'BMI']"
1734,0.029449978345604158,0.40236686390532544,9.989947190939747,"['BP Systolic', 'O/E - weight']","['ENTERING_INDICATOR', 'BMI']"
362,0.029449978345604158,0.7311827956989247,9.989947190939747,"['ENTERING_INDICATOR', 'BMI']","['BP Diastolic', 'BP Systolic', 'O/E - weight']"
1676,0.029449978345604158,0.40117994100294985,9.960478320170013,"['BP Diastolic', 'O/E - weight']","['ENTERING_INDICATOR', 'BMI']"
1677,0.029449978345604158,0.7311827956989247,9.960478320170013,"['ENTERING_INDICATOR', 'BMI']","['BP Diastolic', 'O/E - weight']"
1163,0.03962754439151148,0.8318181818181819,9.951648610456902,"['ENTERING_INDICATOR', 'O/E - weight']",['BMI']
1166,0.03962754439151148,0.4740932642487046,9.9516486104569,['BMI'],"['ENTERING_INDICATOR', 'O/E - weight']"
417,0.030749242096145518,0.7100000000000001,9.7005325443787,"['BMI', 'LEAVING_INDICATOR']","['BP Diastolic', 'BP Systolic', 'O/E - weight']"
610,0.030749242096145518,0.7100000000000001,9.7005325443787,"['BMI', 'LEAVING_INDICATOR']","['BP Systolic', 'O/E - weight']"
402,0.030749242096145518,0.42011834319526625,9.700532544378698,"['BP Diastolic', 'BP Systolic', 'O/E - weight']","['BMI', 'LEAVING_INDICATOR']"
609,0.030749242096145518,0.42011834319526625,9.700532544378698,"['BP Systolic', 'O/E - weight']","['BMI', 'LEAVING_INDICATOR']"
1633,0.030749242096145518,0.4188790560471976,9.671917404129793,"['BP Diastolic', 'O/E - weight']","['BMI', 'LEAVING_INDICATOR']"
1634,0.030749242096145518,0.7100000000000001,9.671917404129793,"['BMI', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - weight']"
1639,0.030749242096145518,0.29894736842105263,9.654118513065882,['O/E - weight'],"['BP Diastolic', 'BMI', 'LEAVING_INDICATOR']"
604,0.030749242096145518,0.993006993006993,9.654118513065882,"['BMI', 'BP Systolic', 'LEAVING_INDICATOR']",['O/E - weight']
423,0.030749242096145518,0.29894736842105263,9.654118513065882,['O/E - weight'],"['BP Diastolic', 'BMI', 'BP Systolic', 'LEAVING_INDICATOR']"
615,0.030749242096145518,0.29894736842105263,9.654118513065882,['O/E - weight'],"['BMI', 'BP Systolic', 'LEAVING_INDICATOR']"
1628,0.030749242096145518,0.993006993006993,9.654118513065882,"['BP Diastolic', 'BMI', 'LEAVING_INDICATOR']",['O/E - weight']
396,0.030749242096145518,0.993006993006993,9.654118513065882,"['BP Diastolic', 'BMI', 'BP Systolic', 'LEAVING_INDICATOR']",['O/E - weight']
1489,0.025768731052403637,0.25052631578947365,9.641087719298245,['O/E - weight'],"['BMI', 'O/E - blood pressure reading', 'LEAVING_INDICATOR']"
1478,0.025768731052403637,0.9916666666666666,9.641087719298245,"['BMI', 'O/E - blood pressure reading', 'LEAVING_INDICATOR']",['O/E - weight']
1439,0.025552187093980078,0.24842105263157893,9.640406899601945,['O/E - weight'],"['BP Diastolic', 'O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']"
1014,0.025552187093980078,0.9915966386554622,9.640406899601945,"['BP Diastolic', 'BMI', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']",['O/E - weight']
1073,0.025552187093980078,0.24842105263157893,9.640406899601945,['O/E - weight'],"['BP Diastolic', 'BMI', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']"
970,0.025552187093980078,0.9915966386554622,9.640406899601945,"['BMI', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']",['O/E - weight']
997,0.025552187093980078,0.24842105263157893,9.640406899601945,['O/E - weight'],"['BMI', 'O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']"
1412,0.025552187093980078,0.9915966386554622,9.640406899601945,"['BP Diastolic', 'O/E - blood pressure reading', 'BMI', 'LEAVING_INDICATOR']",['O/E - weight']
340,0.029449978345604158,0.9855072463768115,9.581205186880243,"['BP Diastolic', 'BMI', 'ENTERING_INDICATOR', 'BP Systolic']",['O/E - weight']
1741,0.029449978345604158,0.2863157894736842,9.581205186880243,['O/E - weight'],"['BMI', 'ENTERING_INDICATOR', 'BP Systolic']"
1670,0.029449978345604158,0.9855072463768115,9.581205186880243,"['BP Diastolic', 'ENTERING_INDICATOR', 'BMI']",['O/E - weight']
1683,0.029449978345604158,0.2863157894736842,9.581205186880243,['O/E - weight'],"['BP Diastolic', 'ENTERING_INDICATOR', 'BMI']"
1728,0.029449978345604158,0.9855072463768115,9.581205186880243,"['BMI', 'ENTERING_INDICATOR', 'BP Systolic']",['O/E - weight']
369,0.029449978345604158,0.2863157894736842,9.581205186880243,['O/E - weight'],"['BP Diastolic', 'BMI', 'ENTERING_INDICATOR', 'BP Systolic']"
1167,0.03962754439151148,0.3852631578947368,9.565297113752122,['O/E - weight'],"['ENTERING_INDICATOR', 'BMI']"
1162,0.03962754439151148,0.9838709677419355,9.565297113752122,"['ENTERING_INDICATOR', 'BMI']",['O/E - weight']
397,0.030749242096145518,0.797752808988764,9.544099668160912,"['BP Diastolic', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']",['BMI']
614,0.030749242096145518,0.36787564766839376,9.544099668160912,['BMI'],"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
605,0.030749242096145518,0.797752808988764,9.544099668160912,"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']",['BMI']
422,0.030749242096145518,0.36787564766839376,9.544099668160912,['BMI'],"['BP Diastolic', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1638,0.030749242096145518,0.36787564766839376,9.490780675601355,['BMI'],"['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']"
1629,0.030749242096145518,0.7932960893854749,9.490780675601355,"['BP Diastolic', 'LEAVING_INDICATOR', 'O/E - weight']",['BMI']
1794,0.042009527934170635,0.97,9.430442105263158,"['BMI', 'LEAVING_INDICATOR']",['O/E - weight']
1797,0.042009527934170635,0.4084210526315789,9.430442105263158,['O/E - weight'],"['BMI', 'LEAVING_INDICATOR']"
977,0.025552187093980078,0.5130434782608696,9.291116794543905,"['BMI', 'O/E - blood pressure reading', 'BP Systolic']","['LEAVING_INDICATOR', 'O/E - weight']"
1416,0.025552187093980078,0.5130434782608696,9.291116794543905,"['BP Diastolic', 'O/E - blood pressure reading', 'BMI']","['LEAVING_INDICATOR', 'O/E - weight']"
1020,0.025552187093980078,0.5130434782608696,9.291116794543905,"['BP Diastolic', 'BMI', 'O/E - blood pressure reading', 'BP Systolic']","['LEAVING_INDICATOR', 'O/E - weight']"
990,0.025552187093980078,0.46274509803921565,9.291116794543903,"['LEAVING_INDICATOR', 'O/E - weight']","['BMI', 'O/E - blood pressure reading', 'BP Systolic']"
1067,0.025552187093980078,0.46274509803921565,9.291116794543903,"['LEAVING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'BMI', 'O/E - blood pressure reading', 'BP Systolic']"
1435,0.025552187093980078,0.46274509803921565,9.291116794543903,"['LEAVING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'O/E - blood pressure reading', 'BMI']"
1484,0.025768731052403637,0.5107296137339056,9.249213161659513,"['O/E - blood pressure reading', 'BMI']","['LEAVING_INDICATOR', 'O/E - weight']"
1483,0.025768731052403637,0.4666666666666666,9.249213161659513,"['LEAVING_INDICATOR', 'O/E - weight']","['O/E - blood pressure reading', 'BMI']"
401,0.030749242096145518,0.505338078291815,9.151573511967065,"['BP Diastolic', 'BMI', 'BP Systolic']","['LEAVING_INDICATOR', 'O/E - weight']"
1632,0.030749242096145518,0.505338078291815,9.151573511967065,"['BP Diastolic', 'BMI']","['LEAVING_INDICATOR', 'O/E - weight']"
1635,0.030749242096145518,0.5568627450980392,9.151573511967065,"['LEAVING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'BMI']"
418,0.030749242096145518,0.5568627450980392,9.151573511967065,"['LEAVING_INDICATOR', 'O/E - weight']","['BP Diastolic', 'BMI', 'BP Systolic']"
611,0.030749242096145518,0.5568627450980392,9.151573511967065,"['LEAVING_INDICATOR', 'O/E - weight']","['BMI', 'BP Systolic']"
608,0.030749242096145518,0.505338078291815,9.151573511967065,"['BMI', 'BP Systolic']","['LEAVING_INDICATOR', 'O/E - weight']"
1795,0.042009527934170635,0.7607843137254902,9.101818551254699,"['LEAVING_INDICATOR', 'O/E - weight']",['BMI']
1796,0.042009527934170635,0.5025906735751294,9.101818551254697,['BMI'],"['LEAVING_INDICATOR', 'O/E - weight']"
1529,0.0292334343871806,0.421875,7.3517688679245285,"['O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - pulse rate']"
1532,0.0292334343871806,0.421875,7.3517688679245285,"['BP Diastolic', 'O/E - blood pressure reading', 'LEAVING_INDICATOR']","['BP Systolic', 'O/E - pulse rate']"
1540,0.0292334343871806,0.5094339622641509,7.351768867924528,"['BP Diastolic', 'O/E - pulse rate']","['O/E - blood pressure reading', 'BP Systolic', 'LEAVING_INDICATOR']"
1537,0.0292334343871806,0.5094339622641509,7.351768867924528,"['BP Systolic', 'O/E - pulse rate']","['BP Diastolic', 'O/E - blood pressure reading', 'LEAVING_INDICATOR']"
1533,0.0292334343871806,0.9642857142857143,7.324130639097744,"['BP Diastolic', 'O/E - pulse rate', 'LEAVING_INDICATOR']","['O/E - blood pressure reading', 'BP Systolic']"
1536,0.0292334343871806,0.2220394736842105,7.324130639097744,"['O/E - blood pressure reading', 'BP Systolic']","['BP Diastolic', 'O/E - pulse rate', 'LEAVING_INDICATOR']"
1530,0.0292334343871806,0.9642857142857143,7.324130639097744,"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - pulse rate']","['BP Diastolic', 'O/E - blood pressure reading']"
1539,0.0292334343871806,0.2220394736842105,7.324130639097744,"['BP Diastolic', 'O/E - blood pressure reading']","['BP Systolic', 'LEAVING_INDICATOR', 'O/E - pulse rate']"
1543,0.0292334343871806,0.4179566563467493,7.283486184940711,"['O/E - blood pressure reading', 'LEAVING_INDICATOR']","['BP Diastolic', 'BP Systolic', 'O/E - pulse rate']"
266,0.0292334343871806,0.4179566563467493,7.283486184940711,"['O/E - blood pressure reading', 'LEAVING_INDICATOR']","['BP Systolic', 'O/E - pulse rate']"
180,0.0292334343871806,0.4179566563467493,7.283486184940711,"['O/E - blood pressure reading', 'LEAVING_INDICATOR']","['BP Diastolic', 'O/E - pulse rate']"
1526,0.0292334343871806,0.5094339622641509,7.28348618494071,"['BP Diastolic', 'BP Systolic', 'O/E - pulse rate']","['O/E - blood pressure reading', 'LEAVING_INDICATOR']"
263,0.0292334343871806,0.5094339622641509,7.28348618494071,"['BP Systolic', 'O/E - pulse rate']","['O/E - blood pressure reading', 'LEAVING_INDICATOR']"
177,0.0292334343871806,0.5094339622641509,7.28348618494071,"['BP Diastolic', 'O/E - pulse rate']","['O/E - blood pressure reading', 'LEAVING_INDICATOR']"
174,0.0292334343871806,0.9642857142857143,7.252559329920894,"['BP Diastolic', 'O/E - pulse rate', 'LEAVING_INDICATOR']",['O/E - blood pressure reading']
1547,0.0292334343871806,0.2198697068403909,7.252559329920894,['O/E - blood pressure reading'],"['BP Diastolic', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - pulse rate']"
183,0.0292334343871806,0.2198697068403909,7.252559329920894,['O/E - blood pressure reading'],"['BP Diastolic', 'O/E - pulse rate', 'LEAVING_INDICATOR']"
260,0.0292334343871806,0.9642857142857143,7.252559329920894,"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - pulse rate']",['O/E - blood pressure reading']
269,0.0292334343871806,0.2198697068403909,7.252559329920894,['O/E - blood pressure reading'],"['BP Systolic', 'LEAVING_INDICATOR', 'O/E - pulse rate']"
1522,0.0292334343871806,0.9642857142857143,7.252559329920894,"['BP Diastolic', 'BP Systolic', 'LEAVING_INDICATOR', 'O/E - pulse rate']",['O/E - blood pressure reading']
729,0.025552187093980078,0.9440000000000001,7.1700526315789475,"['ENTERING_INDICATOR', 'BP Systolic', 'O/E - pulse rate']","['BP Diastolic', 'O/E - blood pressure reading']"
732,0.025552187093980078,0.9440000000000001,7.1700526315789475,"['BP Diastolic', 'ENTERING_INDICATOR', 'O/E - pulse rate']","['O/E - blood pressure reading', 'BP Systolic']"
735,0.025552187093980078,0.19407894736842102,7.170052631578947,"['O/E - blood pressure reading', 'BP Systolic']","['BP Diastolic', 'ENTERING_INDICATOR', 'O/E - pulse rate']"
738,0.025552187093980078,0.19407894736842102,7.170052631578947,"['BP Diastolic', 'O/E - blood pressure reading']","['ENTERING_INDICATOR', 'BP Systolic', 'O/E - pulse rate']"
740,0.025552187093980078,0.44528301886792454,7.139989517819707,"['BP Diastolic', 'O/E - pulse rate']","['O/E - blood pressure reading', 'ENTERING_INDICATOR', 'BP Systolic']"
727,0.025552187093980078,0.40972222222222227,7.139989517819707,"['O/E - blood pressure reading', 'ENTERING_INDICATOR', 'BP Systolic']","['BP Diastolic', 'O/E - pulse rate']"
737,0.025552187093980078,0.44528301886792454,7.139989517819707,"['BP Systolic', 'O/E - pulse rate']","['BP Diastolic', 'O/E - blood pressure reading', 'ENTERING_INDICATOR']"
730,0.025552187093980078,0.40972222222222227,7.139989517819707,"['BP Diastolic', 'O/E - blood pressure reading', 'ENTERING_INDICATOR']","['BP Systolic', 'O/E - pulse rate']"
